condition,mean_rms_us,mean_p95_abs_us,mean_p99_abs_us,mean_cv
PI FIFO,4.708897485809389,10.895323413078078,15.48272555210746,0.0004708897232957457
Open loop FIFO,1.9445262467200273,3.388721074110854,8.046523226524707,0.00019445264682513137
