Time_s,Raw_RPM,Revolutions
9.3e-08,-0,88
0.0100218,1656.25,89
0.0200169,1843.75,89
0.0300213,1812.5,89
0.0400211,1687.5,89
0.0500141,1812.5,90
0.0600122,1812.5,90
0.0700187,1843.75,90
0.0800134,1625,91
0.0900119,1812.5,91
0.100011,1812.5,91
0.110014,1781.25,92
0.120013,1906.25,92
0.130017,1656.25,92
0.140013,1843.75,92
0.150015,1687.5,93
0.160019,1875,93
0.170013,1843.75,93
0.180011,1687.5,94
0.190018,1875,94
0.20004,1781.25,94
0.210044,1656.25,94
0.220019,1937.5,95
0.23001,1812.5,95
0.240009,1781.25,95
0.250016,1593.75,96
0.260011,1781.25,96
0.270011,1812.5,96
0.280013,1781.25,97
0.29001,1812.5,97
0.300009,1781.25,97
0.310013,1812.5,97
0.320009,1812.5,98
0.330012,1781.25,98
0.340011,1781.25,98
0.350014,1812.5,99
0.360008,1812.5,99
0.370008,1781.25,99
0.380009,1781.25,100
0.390009,1781.25,100
0.400008,1781.25,100
0.41001,1781.25,100
0.420011,1812.5,101
0.430008,1781.25,101
0.44001,1781.25,101
0.450008,1781.25,102
0.460008,1781.25,102
0.470011,1625,102
0.480011,1812.5,103
0.49001,1781.25,103
0.500009,1781.25,103
0.510009,1781.25,103
0.520009,1781.25,104
0.530009,1781.25,104
0.540013,1781.25,104
0.550014,1843.75,105
0.560009,1812.5,105
0.570012,1781.25,105
0.580009,1781.25,105
0.590008,1781.25,106
0.600008,1781.25,106
0.61001,1781.25,106
0.620009,1781.25,107
0.630009,1781.25,107
0.640008,1812.5,107
0.650008,1781.25,108
0.660008,1781.25,108
0.670008,1781.25,108
0.680009,1781.25,108
0.690008,1812.5,109
0.700008,1781.25,109
0.710009,1781.25,109
0.720008,1781.25,110
0.730008,1812.5,110
0.740008,1781.25,110
0.750009,1781.25,111
0.760008,1781.25,111
0.770008,1781.25,111
0.780008,1781.25,111
0.790008,1812.5,112
0.800009,1781.25,112
0.810008,1781.25,112
0.820008,1781.25,113
0.830008,1812.5,113
0.840008,1781.25,113
0.850008,1781.25,114
0.860008,1781.25,114
0.870008,1781.25,114
0.880009,1781.25,114
0.890008,1781.25,115
0.900008,1781.25,115
0.910008,1812.5,115
0.920008,1781.25,116
0.930008,1750,116
0.940008,1781.25,116
0.950008,1781.25,117
0.960009,1781.25,117
0.970015,1812.5,117
0.98001,1781.25,117
0.990009,1812.5,118
1.00014,1781.25,118
1.01002,1687.5,118
1.02002,1843.75,119
1.03001,1968.75,119
1.04001,1937.5,119
1.05001,2000,120
1.06001,2000,120
1.07002,2031.25,120
1.08001,2031.25,121
1.09001,2031.25,121
1.10001,2031.25,121
1.11001,2031.25,122
1.12001,2031.25,122
1.13001,2062.5,122
1.14001,2031.25,123
1.15001,2062.5,123
1.16001,2031.25,123
1.17001,2031.25,124
1.18001,2093.75,124
1.19001,2031.25,124
1.20001,2031.25,125
1.21003,2031.25,125
1.22002,1937.5,125
1.23001,2031.25,126
1.24001,2062.5,126
1.25001,2093.75,126
1.26002,2062.5,127
1.27001,2031.25,127
1.28001,2062.5,127
1.29001,2031.25,128
1.30001,2062.5,128
1.31002,2062.5,128
1.32001,2031.25,129
1.33002,2093.75,129
1.34002,1906.25,129
1.35001,2031.25,130
1.36001,2062.5,130
1.37001,2031.25,130
1.38001,2031.25,131
1.39001,2062.5,131
1.40001,2062.5,131
1.41001,2062.5,132
1.42001,2062.5,132
1.43001,2031.25,132
1.44001,2062.5,133
1.45001,2031.25,133
1.46001,2031.25,134
1.47001,2062.5,134
1.48002,1937.5,134
1.49001,2156.25,135
1.50001,2093.75,135
1.51001,2093.75,135
1.52001,1875,136
1.53001,2093.75,136
1.54001,2093.75,136
1.55001,2125,137
1.56001,1875,137
1.57001,2093.75,137
1.58001,2093.75,138
1.59001,2093.75,138
1.60001,1875,138
1.61001,2125,139
1.62001,2093.75,139
1.63001,2093.75,139
1.64001,1875,140
1.65001,2093.75,140
1.66001,2125,140
1.67001,2093.75,141
1.68001,1875,141
1.69001,2093.75,141
1.70001,2093.75,142
1.71001,2125,142
1.72001,1843.75,142
1.73001,2093.75,143
1.74001,2093.75,143
1.75001,2093.75,143
1.76001,1906.25,144
1.77001,2093.75,144
1.78001,2093.75,144
1.79001,2093.75,145
1.80001,1906.25,145
1.81001,2093.75,145
1.82001,2125,146
1.83001,2062.5,146
1.84001,1875,146
1.85001,2125,147
1.86001,2093.75,147
1.87001,2093.75,148
1.88001,1875,148
1.89001,2093.75,148
1.90001,2093.75,149
1.91003,2062.5,149
1.92003,2000,149
1.93002,2125,150
1.94002,2062.5,150
1.95002,1875,150
1.96001,2093.75,151
1.97001,2125,151
1.98001,2093.75,151
1.99001,1875,152
2.00001,2093.75,152
2.01001,2125,152
2.02001,2062.5,153
2.03001,1906.25,153
2.04001,2093.75,153
2.05001,2093.75,154
2.06001,2093.75,154
2.07001,1875,154
2.08001,2093.75,155
2.09001,2125,155
2.10001,2093.75,155
2.11001,1875,156
2.12001,2093.75,156
2.13001,2093.75,156
2.14001,2093.75,157
2.15001,1906.25,157
2.16001,2093.75,157
2.17001,2093.75,158
2.18001,2093.75,158
2.19001,1906.25,158
2.20001,2093.75,159
2.21001,2125,159
2.22001,1875,159
2.23001,2093.75,160
2.24001,2093.75,160
2.25001,2093.75,160
2.26001,1906.25,161
2.27001,2093.75,161
2.28002,2093.75,161
2.29001,2125,162
2.30001,1875,162
2.31001,2093.75,162
2.32001,2093.75,163
2.33001,2093.75,163
2.34001,1906.25,163
2.35001,2093.75,164
2.36001,2093.75,164
2.37001,2093.75,165
2.38001,1906.25,165
2.39001,2093.75,165
2.40001,2093.75,166
2.41001,2093.75,166
2.42001,1875,166
2.43001,2031.25,167
2.44001,2031.25,167
2.45001,2062.5,167
2.46001,2031.25,168
2.47001,2062.5,168
2.48001,2031.25,168
2.49002,2062.5,169
2.50002,2125,169
2.51001,2031.25,169
2.52001,2062.5,170
2.53001,2031.25,170
2.54001,2031.25,170
2.55001,2062.5,171
2.56001,2031.25,171
2.57001,2062.5,171
2.58001,2031.25,172
2.59001,2062.5,172
2.60001,2031.25,172
2.61001,2062.5,173
2.62001,2031.25,173
2.63001,2031.25,173
2.64001,2062.5,174
2.65001,2031.25,174
2.66001,2093.75,174
2.67001,2031.25,175
2.68001,2062.5,175
2.69001,2031.25,175
2.70001,2031.25,176
2.71001,2062.5,176
2.72001,2031.25,176
2.73001,2062.5,177
2.74001,2031.25,177
2.75001,2062.5,177
2.76001,2031.25,178
2.77001,2031.25,178
2.78001,2062.5,179
2.79001,2031.25,179
2.80001,2062.5,179
2.81001,2031.25,180
2.82001,2062.5,180
2.83001,2031.25,180
2.84001,2031.25,181
2.85001,2062.5,181
2.86001,2031.25,181
2.87001,2062.5,182
2.88001,2031.25,182
2.89001,2062.5,182
2.90001,2031.25,183
2.91001,2031.25,183
2.92001,2093.75,183
2.93001,2031.25,184
2.94001,2062.5,184
2.95003,2031.25,184
2.96002,2031.25,185
2.97002,2031.25,185
2.98001,2031.25,185
2.99001,2062.5,186
3.00001,2031.25,186
3.01001,2062.5,186
3.02001,2031.25,187
3.03001,2031.25,187
3.04001,2093.75,187
3.05001,2031.25,188
3.06001,2062.5,188
3.07001,2031.25,188
3.08001,2062.5,189
3.09001,2031.25,189
3.10001,2031.25,189
3.11001,2062.5,190
3.12001,2031.25,190
3.13001,2062.5,190
3.14001,2031.25,191
3.15001,2062.5,191
3.16001,2031.25,191
3.17001,2031.25,192
3.18001,2062.5,192
3.19001,2031.25,192
3.20001,2062.5,193
3.21001,2031.25,193
3.22001,2031.25,194
3.23001,2062.5,194
3.24001,2031.25,194
3.25001,2062.5,195
3.26001,2031.25,195
3.27001,2062.5,195
3.28001,2031.25,196
3.29001,2062.5,196
3.30001,2031.25,196
3.31003,2000,197
3.32002,1968.75,197
3.33005,2093.75,197
3.34002,2125,198
3.35002,1875,198
3.36002,2093.75,198
3.37001,2031.25,199
3.38001,2062.5,199
3.39001,2031.25,199
3.40001,2062.5,200
3.41001,2031.25,200
3.42001,2062.5,200
3.43001,2062.5,201
3.44001,2031.25,201
3.45001,2062.5,201
3.46001,2031.25,202
3.47001,2062.5,202
3.48001,2031.25,202
3.49002,2031.25,203
3.50002,2093.75,203
3.51001,2062.5,203
3.52001,2031.25,204
3.53001,2062.5,204
3.54001,2093.75,204
3.55001,1875,205
3.56001,2093.75,205
3.57001,2093.75,205
3.58001,2093.75,206
3.59001,1906.25,206
3.60001,2093.75,206
3.61001,2093.75,207
3.62001,2093.75,207
3.63002,1906.25,207
3.64002,2156.25,208
3.65002,1937.5,208
3.66002,2125,208
3.67002,1968.75,209
3.68002,2125,209
3.69002,1937.5,209
3.70002,2156.25,210
3.71002,1906.25,210
3.72002,2156.25,211
3.73002,1937.5,211
3.74002,2156.25,211
3.75002,1906.25,212
3.76002,2156.25,212
3.77002,2156.25,212
3.78002,1906.25,213
3.79002,2156.25,213
3.80002,1937.5,213
3.81002,2156.25,214
3.82002,1906.25,214
3.83002,2156.25,214
3.84002,1906.25,215
3.85002,2156.25,215
3.86002,1937.5,215
3.87003,2125,216
3.88003,1937.5,216
3.89002,2156.25,216
3.90002,2156.25,217
3.91002,1906.25,217
3.92002,2156.25,217
3.93002,1937.5,218
3.94002,2156.25,218
3.95002,1906.25,218
3.96002,2156.25,219
3.97002,1906.25,219
3.98002,2156.25,219
3.99002,1937.5,220
