Time_s,Raw_RPM,Revolutions
1.85e-07,-0,0
0.0100317,-0,0
0.0200289,-0,0
0.030022,-0,0
0.0400241,-0,0
0.050016,-0,0
0.0600151,-0,0
0.0700261,-0,0
0.0800184,-0,0
0.0900147,-0,0
0.100016,-0,0
0.110014,-0,0
0.120015,-0,0
0.130013,-0,0
0.140013,-0,0
0.150025,-0,0
0.160015,-0,0
0.170022,-0,0
0.180017,-0,0
0.190017,-0,0
0.20002,-0,0
0.210008,-0,0
0.220007,-0,0
0.230008,-0,0
0.240007,-0,0
0.250007,-0,0
0.260007,-0,0
0.270008,-0,0
0.280007,-0,0
0.290007,-0,0
0.300007,-0,0
0.310007,-0,0
0.320007,-0,0
0.330007,-0,0
0.340007,-0,0
0.350009,-0,0
0.360007,-0,0
0.370007,-0,0
0.380007,-0,0
0.390007,-0,0
0.400007,-0,0
0.410007,-0,0
0.420007,-0,0
0.430007,-0,0
0.440014,-0,0
0.450008,-0,0
0.46001,-0,0
0.470008,-0,0
0.480008,-0,0
0.490007,-0,0
0.500007,-0,0
0.510007,-0,0
0.52001,-0,0
0.530008,-0,0
0.540007,-0,0
0.55001,-0,0
0.56002,-0,0
0.570017,-0,0
0.580009,-0,0
0.590008,-0,0
0.600008,-0,0
0.610008,-0,0
0.620007,-0,0
0.630016,-0,0
0.640008,-0,0
0.650007,-0,0
0.660007,-0,0
0.670008,-0,0
0.680007,-0,0
0.690007,-0,0
0.700007,-0,0
0.710007,-0,0
0.72001,-0,0
0.730012,-0,0
0.740017,-0,0
0.750011,-0,0
0.760008,-0,0
0.770008,-0,0
0.780008,-0,0
0.790007,-0,0
0.800007,-0,0
0.810021,-0,0
0.820022,-0,0
0.830009,-0,0
0.840007,-0,0
0.850007,-0,0
0.860009,-0,0
0.870008,-0,0
0.880007,-0,0
0.890007,-0,0
0.900007,-0,0
0.910007,-0,0
0.920007,-0,0
0.930007,-0,0
0.940007,-0,0
0.950012,-0,0
0.960008,-0,0
0.970009,-0,0
0.980006,-0,0
0.990007,-0,0
1.00019,-0,0
1.01002,-0,0
1.02002,31.25,0
1.03001,125,0
1.04001,125,0
1.05001,156.25,0
1.06001,156.25,0
1.07001,187.5,0
1.08001,187.5,0
1.09001,218.75,0
1.10001,187.5,0
1.11001,187.5,0
1.12001,218.75,0
1.13001,218.75,1
1.14001,218.75,1
1.15001,218.75,1
1.16001,218.75,1
1.17001,218.75,1
1.18001,156.25,1
1.19001,218.75,1
1.20004,187.5,1
1.21002,218.75,1
1.22001,187.5,1
1.23001,187.5,1
1.24001,218.75,1
1.25001,187.5,1
1.26001,187.5,1
1.27001,187.5,1
1.28001,187.5,1
1.29001,187.5,1
1.30001,187.5,1
1.31001,187.5,1
1.32001,187.5,1
1.33001,187.5,1
1.34001,187.5,1
1.35001,187.5,1
1.36001,187.5,1
1.37001,218.75,1
1.38001,187.5,1
1.39001,187.5,1
1.40001,218.75,1
1.41,187.5,1
1.42001,218.75,1
1.43001,218.75,1
1.44001,250,2
1.45001,187.5,2
1.46001,218.75,2
1.47001,218.75,2
1.48001,187.5,2
1.49001,218.75,2
1.50001,187.5,2
1.51001,218.75,2
1.52001,187.5,2
1.53001,187.5,2
1.54001,218.75,2
1.55001,187.5,2
1.56001,187.5,2
1.57001,187.5,2
1.58001,187.5,2
1.59001,218.75,2
1.60001,187.5,2
1.61001,187.5,2
1.62001,218.75,2
1.63001,187.5,2
1.64001,187.5,2
1.65001,187.5,2
1.66001,218.75,2
1.67001,187.5,2
1.68001,218.75,2
1.69001,218.75,2
1.70001,218.75,2
1.71001,187.5,2
1.72001,218.75,2
1.73001,218.75,3
1.74002,250,3
1.75001,218.75,3
1.76001,218.75,3
1.77001,156.25,3
1.78001,218.75,3
1.79001,218.75,3
1.80001,187.5,3
1.81001,218.75,3
1.82002,187.5,3
1.83001,218.75,3
1.84001,156.25,3
1.85001,187.5,3
1.86001,218.75,3
1.87001,187.5,3
1.88001,218.75,3
1.89001,187.5,3
1.90001,187.5,3
1.91001,218.75,3
1.92001,187.5,3
1.93001,187.5,3
1.94001,218.75,3
1.95001,187.5,3
1.96001,218.75,3
1.97001,218.75,3
1.98001,218.75,3
1.99001,218.75,3
2.00001,218.75,3
2.01001,218.75,3
2.02001,218.75,4
2.03001,218.75,4
2.04001,250,4
2.05001,218.75,4
2.06001,218.75,4
2.07001,218.75,4
2.08001,187.5,4
2.09001,218.75,4
2.10001,187.5,4
2.11001,218.75,4
2.12001,187.5,4
2.13001,218.75,4
2.14001,187.5,4
2.15001,218.75,4
2.16001,187.5,4
2.17001,187.5,4
2.18001,187.5,4
2.19001,218.75,4
2.20001,187.5,4
2.21001,218.75,4
2.22001,187.5,4
2.23001,218.75,4
2.24001,218.75,4
2.25001,218.75,4
2.26001,187.5,4
2.27001,218.75,4
2.28001,218.75,4
2.29001,218.75,4
2.30001,250,4
2.31001,218.75,5
2.32001,218.75,5
2.33001,218.75,5
2.34001,218.75,5
2.35001,187.5,5
2.36001,218.75,5
2.37001,218.75,5
2.38001,218.75,5
2.39001,218.75,5
2.40001,187.5,5
2.41001,218.75,5
2.42001,187.5,5
2.43001,187.5,5
2.44001,218.75,5
2.45001,187.5,5
2.46001,218.75,5
2.47001,187.5,5
2.48001,218.75,5
2.49001,187.5,5
2.50003,218.75,5
2.51001,187.5,5
2.52001,187.5,5
2.53001,218.75,5
2.54001,218.75,5
2.55001,218.75,5
2.56001,218.75,5
2.57001,218.75,5
2.58001,250,5
2.59001,187.5,5
2.60001,250,6
2.61001,218.75,6
2.62001,218.75,6
2.63001,218.75,6
2.64002,187.5,6
2.65001,218.75,6
2.66001,218.75,6
2.67001,218.75,6
2.68001,187.5,6
2.69001,218.75,6
2.70001,218.75,6
2.71001,187.5,6
2.72001,187.5,6
2.73001,187.5,6
2.74002,218.75,6
2.75001,187.5,6
2.76001,218.75,6
2.77001,218.75,6
2.78001,187.5,6
2.79001,187.5,6
2.80001,218.75,6
2.81001,218.75,6
2.82002,218.75,6
2.83001,218.75,6
2.84001,187.5,6
2.85001,218.75,6
2.86001,250,6
2.87001,218.75,6
2.88001,218.75,7
2.89001,250,7
2.90001,218.75,7
2.91001,187.5,7
2.92001,218.75,7
2.93001,218.75,7
2.94001,218.75,7
2.95001,218.75,7
2.96001,187.5,7
2.97001,218.75,7
2.98001,218.75,7
2.99001,156.25,7
3.00003,218.75,7
3.01003,218.75,7
3.02002,187.5,7
3.03003,187.5,7
3.04003,187.5,7
3.05002,218.75,7
3.06001,218.75,7
3.07001,187.5,7
3.08001,218.75,7
3.09001,218.75,7
3.10001,218.75,7
3.11001,187.5,7
3.12001,250,7
3.13001,218.75,7
3.14001,218.75,7
3.15001,218.75,7
3.16001,218.75,7
3.17001,250,8
3.18001,218.75,8
3.19001,218.75,8
3.20001,218.75,8
3.21001,187.5,8
3.22001,218.75,8
3.23001,218.75,8
3.24001,187.5,8
3.25001,218.75,8
3.26001,218.75,8
3.27001,187.5,8
3.28001,218.75,8
3.29001,187.5,8
3.30001,218.75,8
3.31001,187.5,8
3.32001,187.5,8
3.33001,218.75,8
3.34001,187.5,8
3.35001,218.75,8
3.36001,187.5,8
3.37001,218.75,8
3.38001,218.75,8
3.39001,218.75,8
3.40001,218.75,8
3.41002,218.75,8
3.42001,218.75,8
3.43001,218.75,8
3.44001,250,8
3.45001,218.75,9
3.46001,218.75,9
3.47001,218.75,9
3.48001,218.75,9
3.49002,218.75,9
3.50001,218.75,9
3.51001,218.75,9
3.52001,218.75,9
3.53001,187.5,9
3.54001,218.75,9
3.55001,187.5,9
3.56001,218.75,9
3.57001,187.5,9
3.58001,187.5,9
3.59001,218.75,9
3.60001,187.5,9
3.61001,218.75,9
3.62001,187.5,9
3.63001,218.75,9
3.64001,218.75,9
3.65001,187.5,9
3.66001,218.75,9
3.67001,218.75,9
3.68001,218.75,9
3.69001,218.75,9
3.70001,218.75,9
3.71003,218.75,9
3.72004,218.75,9
3.73003,250,10
3.74003,218.75,10
3.75002,218.75,10
3.76001,218.75,10
3.77002,218.75,10
3.78001,218.75,10
3.79001,187.5,10
3.80001,218.75,10
3.81001,218.75,10
3.82001,187.5,10
3.83001,218.75,10
3.84001,187.5,10
3.85001,187.5,10
3.86001,218.75,10
3.87001,187.5,10
3.88001,218.75,10
3.89001,187.5,10
3.90001,218.75,10
3.91001,187.5,10
3.92001,218.75,10
3.93001,218.75,10
3.94001,218.75,10
3.95001,218.75,10
3.96001,218.75,10
3.97001,218.75,10
3.98001,218.75,10
3.99001,218.75,10
