Time_s,Raw_RPM,Revolutions
1.29001,1156.25,62
1.30001,1156.25,63
1.31001,1031.25,63
1.32001,1187.5,63
1.33001,1156.25,63
1.34001,1125,63
1.35001,1062.5,63
1.36001,1156.25,64
1.37001,1156.25,64
1.38001,1156.25,64
1.39001,1031.25,64
1.40001,1156.25,64
1.41001,1187.5,65
1.42001,1156.25,65
1.43001,1031.25,65
1.44001,1156.25,65
1.45001,1156.25,65
1.46001,1156.25,66
1.47001,1062.5,66
1.48001,1156.25,66
1.49001,1156.25,66
1.50001,1156.25,66
1.51001,1062.5,66
1.52001,1156.25,67
1.53001,1156.25,67
1.54001,1156.25,67
1.55001,1156.25,67
1.56001,1031.25,67
1.57001,1156.25,68
1.58001,1156.25,68
1.59001,1156.25,68
1.60001,1031.25,68
1.61001,1156.25,68
1.62001,1187.5,69
1.63001,1156.25,69
1.64001,1031.25,69
1.65002,1156.25,69
1.66001,1156.25,69
1.67001,1156.25,70
1.68001,1062.5,70
1.69001,1156.25,70
1.70001,1156.25,70
1.71001,1125,70
1.72001,1062.5,70
1.73001,1156.25,71
1.74001,1156.25,71
1.75001,1156.25,71
1.76001,1062.5,71
1.77001,1156.25,71
1.78001,1156.25,72
1.79001,1156.25,72
1.80001,1031.25,72
1.81001,1156.25,72
1.82001,1156.25,72
1.83001,1187.5,73
1.84001,1031.25,73
1.85001,1156.25,73
1.86001,1156.25,73
1.87001,1156.25,73
1.88001,1062.5,73
1.89001,1125,74
1.90001,1187.5,74
1.91002,1156.25,74
1.92001,1062.5,74
1.93001,1156.25,74
1.94001,1125,75
1.95001,1125,75
1.96001,1125,75
1.97001,1125,75
1.98001,1156.25,75
1.99001,1125,76
2.00001,1125,76
2.01001,1125,76
2.02001,1156.25,76
2.03001,1125,76
2.04001,1125,76
2.05001,1125,77
2.06001,1156.25,77
2.07001,1125,77
2.08001,1125,77
2.09001,1125,77
2.10002,1156.25,78
2.11001,1156.25,78
2.12001,1125,78
2.13001,1125,78
2.14001,1125,78
2.15001,1125,79
2.16001,1156.25,79
2.17001,1125,79
2.18001,1125,79
2.19001,1125,79
2.20001,1125,80
2.21001,1125,80
2.22001,1156.25,80
2.23001,1125,80
2.24001,1000,80
2.25001,1125,80
2.26001,1156.25,81
2.27001,1125,81
2.28001,1125,81
2.29001,1125,81
2.30001,1156.25,81
2.31001,1125,82
2.32001,1156.25,82
2.33002,1156.25,82
2.34002,1156.25,82
2.35002,1156.25,82
2.36002,1031.25,83
2.37002,1156.25,83
2.38001,1156.25,83
2.39002,1156.25,83
2.40002,1062.5,83
2.41002,1156.25,83
2.42002,1187.5,84
2.43002,1031.25,84
2.44002,1125,84
2.45002,1125,84
2.46002,1156.25,84
2.47002,1125,85
2.48002,1125,85
2.49002,1125,85
2.50002,1125,85
2.51002,1156.25,85
2.52002,1125,86
2.53002,1125,86
2.54002,1218.75,86
2.55002,1125,86
2.56002,1093.75,86
2.57002,1125,86
2.58003,1187.5,87
2.59002,1062.5,87
2.60002,1187.5,87
2.61003,1062.5,87
2.62002,1187.5,87
2.63002,1062.5,88
2.64002,1187.5,88
2.65002,1187.5,88
2.66002,1062.5,88
2.67002,1187.5,88
2.68003,1062.5,89
2.69002,1187.5,89
2.70002,1062.5,89
2.71002,1187.5,89
2.72002,1062.5,89
2.73002,1187.5,89
2.74002,1093.75,90
2.75002,1187.5,90
2.76003,1062.5,90
2.77002,1187.5,90
2.78002,1062.5,90
2.79003,1125,91
2.80003,1218.75,91
2.81003,1093.75,91
2.82002,1187.5,91
2.83002,1031.25,91
2.84002,1218.75,92
2.85002,1062.5,92
2.86002,1187.5,92
2.87004,1093.75,92
2.88004,1093.75,92
2.89003,1218.75,93
2.90003,1093.75,93
2.91002,1187.5,93
2.92002,1062.5,93
2.93002,1187.5,93
2.94002,1062.5,93
2.95002,1218.75,94
2.96002,1062.5,94
2.97002,1187.5,94
2.98002,1062.5,94
2.99002,1187.5,94
3.00002,1062.5,95
3.01002,1218.75,95
3.02003,1093.75,95
3.03003,1093.75,95
3.04003,1187.5,95
3.05002,1062.5,96
3.06002,1187.5,96
3.07002,1062.5,96
3.08002,1187.5,96
3.09002,1187.5,96
3.10002,1062.5,96
3.11003,1218.75,97
3.12003,1062.5,97
3.13002,1187.5,97
3.14002,1062.5,97
3.15003,1187.5,97
3.16003,1093.75,98
3.17003,1062.5,98
3.18002,1218.75,98
3.19002,1062.5,98
3.20002,1187.5,98
3.21002,1187.5,99
3.22002,1062.5,99
3.23004,1093.75,99
3.24002,1187.5,99
3.25002,1062.5,99
3.26002,1187.5,99
3.27002,1187.5,100
3.28002,1062.5,100
3.29003,1218.75,100
3.30002,1062.5,100
3.31003,1187.5,100
3.32002,1062.5,101
3.33002,1187.5,101
3.34002,1093.75,101
3.35002,1187.5,101
3.36002,1062.5,101
3.37002,1187.5,102
3.38002,1093.75,102
3.39002,1156.25,102
3.40002,1093.75,102
3.41002,1187.5,102
3.42002,1062.5,102
3.43002,1187.5,103
3.44002,1062.5,103
3.45002,1187.5,103
3.46002,1093.75,103
3.47002,1187.5,103
3.48002,1062.5,104
3.49002,1187.5,104
3.50002,1062.5,104
3.51002,1187.5,104
3.52003,1125,104
3.53004,1156.25,105
3.54005,1125,105
3.55004,1062.5,105
3.56004,1218.75,105
3.57005,1093.75,105
3.58003,1156.25,106
3.59004,1125,106
3.60004,1125,106
3.61003,1125,106
3.62004,1093.75,106
3.63001,1156.25,106
3.64001,1125,107
3.65001,1156.25,107
3.66001,1125,107
3.67001,1125,107
3.68001,1125,107
3.69001,1156.25,108
3.70001,1125,108
3.71001,1125,108
3.72001,1125,108
3.73001,1156.25,108
3.74001,1093.75,109
3.75001,1156.25,109
3.76001,1125,109
3.77001,1125,109
3.78001,1125,109
3.79001,1125,109
3.80001,1156.25,110
3.81001,1156.25,110
3.82001,1125,110
3.83001,1125,110
3.84001,1125,110
3.85001,1125,111
3.86001,1125,111
3.87001,1156.25,111
3.88001,1125,111
3.89001,1125,111
3.90001,1125,112
3.91003,1156.25,112
3.92004,1031.25,112
3.93003,1250,112
3.94003,1062.5,112
3.95002,1187.5,113
3.96002,1062.5,113
3.97001,1187.5,113
3.98001,1156.25,113
3.99001,1031.25,113
