Time_s,Raw_RPM,Revolutions
1.27001,625,25
1.28001,593.75,25
1.29001,625,26
1.30001,625,26
1.31001,625,26
1.32001,625,26
1.33001,625,26
1.34001,531.25,26
1.35002,625,26
1.36002,593.75,26
1.37001,625,26
1.38001,625,26
1.39001,593.75,27
1.40001,625,27
1.41001,625,27
1.42001,625,27
1.43002,562.5,27
1.44001,625,27
1.45001,593.75,27
1.46001,625,27
1.47001,562.5,27
1.48001,625,27
1.49001,625,28
1.50001,656.25,28
1.51001,562.5,28
1.52001,625,28
1.53001,625,28
1.54001,593.75,28
1.55001,562.5,28
1.56001,625,28
1.57001,625,28
1.58001,625,28
1.59001,562.5,29
1.60001,625,29
1.61001,625,29
1.62002,593.75,29
1.63001,593.75,29
1.64001,593.75,29
1.65001,593.75,29
1.66001,625,29
1.67001,593.75,29
1.68001,625,29
1.69001,625,30
1.70001,593.75,30
1.71001,625,30
1.72001,625,30
1.73001,593.75,30
1.74001,593.75,30
1.75001,593.75,30
1.76001,625,30
1.77001,593.75,30
1.78001,625,30
1.79001,625,31
1.80001,593.75,31
1.81001,625,31
1.82001,593.75,31
1.83001,625,31
1.84001,593.75,31
1.85001,593.75,31
1.86001,625,31
1.87001,593.75,31
1.88001,625,31
1.89001,625,32
1.90001,593.75,32
1.91001,625,32
1.92001,593.75,32
1.93001,625,32
1.94001,593.75,32
1.95001,593.75,32
1.96001,593.75,32
1.97001,625,32
1.98001,625,33
1.99001,625,33
2.00001,593.75,33
2.01001,625,33
2.02001,593.75,33
2.03001,593.75,33
2.04001,625,33
2.05001,593.75,33
2.06001,593.75,33
2.07001,625,33
2.08001,625,34
2.09001,625,34
2.10001,593.75,34
2.11001,625,34
2.12001,593.75,34
2.13001,593.75,34
2.14001,625,34
2.15001,593.75,34
2.16001,593.75,34
2.17001,625,34
2.18001,625,35
2.19001,625,35
2.20001,593.75,35
2.21001,625,35
2.22001,593.75,35
2.23001,593.75,35
2.24001,625,35
2.25001,593.75,35
2.26001,593.75,35
2.27001,625,35
2.28001,625,36
2.29001,593.75,36
2.30001,625,36
2.31001,625,36
2.32001,593.75,36
2.33001,593.75,36
2.34001,593.75,36
2.35001,625,36
2.36001,593.75,36
2.37001,625,36
2.38001,625,37
2.39001,593.75,37
2.40001,625,37
2.41001,593.75,37
2.42001,625,37
2.43001,593.75,37
2.44001,625,37
2.45001,593.75,37
2.46001,593.75,37
2.47001,625,37
2.48001,625,38
2.49001,593.75,38
2.50001,625,38
2.51001,625,38
2.52001,593.75,38
2.53001,593.75,38
2.54001,625,38
2.55001,593.75,38
2.56001,625,38
2.57001,593.75,38
2.58001,625,39
2.59001,625,39
2.60001,593.75,39
2.61001,593.75,39
2.62001,625,39
2.63001,625,39
2.64001,531.25,39
2.65001,593.75,39
2.66001,625,39
2.67001,625,40
2.68001,625,40
2.69001,593.75,40
2.70001,625,40
2.71001,593.75,40
2.72001,593.75,40
2.73001,625,40
2.74001,593.75,40
2.75001,625,40
2.76001,593.75,40
2.77001,625,41
2.78001,625,41
2.79001,593.75,41
2.80001,625,41
2.81001,593.75,41
2.82001,593.75,41
2.83001,625,41
2.84001,593.75,41
2.85001,625,41
2.86001,593.75,41
2.87001,625,42
2.88001,625,42
2.89001,625,42
2.90001,593.75,42
2.91001,593.75,42
2.92001,625,42
2.93001,593.75,42
2.94001,593.75,42
2.95001,625,42
2.96001,593.75,42
2.97001,625,43
2.98001,625,43
2.99001,593.75,43
3.00001,625,43
3.01001,593.75,43
3.02001,593.75,43
3.03001,625,43
3.04001,593.75,43
3.05001,593.75,43
3.06001,625,43
3.07001,625,44
3.08001,593.75,44
3.09001,625,44
3.10001,593.75,44
3.11001,625,44
3.12001,593.75,44
3.13001,593.75,44
3.14001,625,44
3.15001,593.75,44
3.16001,625,44
3.17001,593.75,45
3.18001,625,45
3.19001,625,45
3.20001,593.75,45
3.21001,625,45
3.22001,593.75,45
3.23001,593.75,45
3.24001,625,45
3.25001,593.75,45
3.26001,625,45
3.27001,625,46
3.28001,593.75,46
3.29001,625,46
3.30001,593.75,46
3.31001,625,46
3.32001,593.75,46
3.33001,593.75,46
3.34001,593.75,46
3.35001,625,46
3.36001,625,47
3.37001,593.75,47
3.38001,625,47
3.39001,625,47
3.40001,593.75,47
3.41001,593.75,47
3.42001,593.75,47
3.43002,625,47
3.44004,593.75,47
3.45002,656.25,47
3.46003,562.5,48
3.47002,625,48
3.48001,625,48
3.49001,625,48
3.50001,593.75,48
3.51001,625,48
3.52001,593.75,48
3.53001,593.75,48
3.54001,625,48
3.55001,593.75,48
3.56001,625,49
3.57001,625,49
3.58001,625,49
3.59001,593.75,49
3.60001,593.75,49
3.61001,625,49
3.62001,531.25,49
3.63001,625,49
3.64001,593.75,49
3.65001,625,49
3.66001,593.75,50
3.67001,625,50
3.68001,625,50
3.69001,593.75,50
3.70001,625,50
3.71001,593.75,50
3.72001,593.75,50
3.73001,593.75,50
3.74001,625,50
3.75001,625,50
3.76001,593.75,51
3.77001,625,51
3.78001,625,51
3.79001,593.75,51
3.80001,593.75,51
3.81001,625,51
3.82001,593.75,51
3.83001,593.75,51
3.84001,625,51
3.85001,625,51
3.86001,593.75,52
3.87001,625,52
3.88001,625,52
3.89001,593.75,52
3.90001,593.75,52
3.91001,625,52
3.92001,593.75,52
3.93001,593.75,52
3.94001,625,52
3.95001,625,52
3.96001,593.75,53
3.97001,625,53
3.98001,625,53
3.99001,593.75,53
