condition,mean_rms_us,mean_p95_abs_us,mean_p99_abs_us,mean_cv
Open loop FIFO,8.967779773333014,18.34265601643209,34.069185338620294,0.0008967780905188693
PI FIFO,5.580270277915843,10.932291306342396,22.907406725623265,0.0005580273265208825
