condition,mean_rms_us,mean_p95_abs_us,mean_p99_abs_us,mean_cv
Open loop FIFO,1.9445262467200273,3.388721074110854,8.046523226524707,0.00019445264682513137
Open loop no FIFO,262.07335364441747,41.289984810558394,754.1528590916158,0.026207350150797837
